RegionName,StateName,date,price
Maine,ME,X2020.07.31,258303
Maine,ME,X2020.08.31,260765
Maine,ME,X2020.09.30,263753
Maine,ME,X2020.10.31,267105
Maine,ME,X2020.11.30,270531
Maine,ME,X2020.12.31,274290
Maine,ME,X2021.01.31,278111
Maine,ME,X2021.02.28,281976
Maine,ME,X2021.03.31,286106
New Hampshire,NH,X2019.01.31,286288
New Hampshire,NH,X2019.02.28,286994
New Hampshire,NH,X2019.03.31,287507
New Hampshire,NH,X2019.04.30,288090
New Hampshire,NH,X2019.05.31,289940
New Hampshire,NH,X2019.06.30,291937
New Hampshire,NH,X2019.07.31,293655
New Hampshire,NH,X2019.08.31,294133
New Hampshire,NH,X2019.09.30,294502
New Hampshire,NH,X2019.10.31,294886
New Hampshire,NH,X2019.11.30,295635
New Hampshire,NH,X2019.12.31,296304
New Hampshire,NH,X2020.01.31,297618
New Hampshire,NH,X2020.02.29,299315
New Hampshire,NH,X2020.03.31,301923
New Hampshire,NH,X2020.04.30,304264
New Hampshire,NH,X2020.05.31,306252
New Hampshire,NH,X2020.06.30,307865
New Hampshire,NH,X2020.07.31,310036
New Hampshire,NH,X2020.08.31,313266
New Hampshire,NH,X2020.09.30,317062
New Hampshire,NH,X2020.10.31,321180
New Hampshire,NH,X2020.11.30,325534
New Hampshire,NH,X2020.12.31,330141
New Hampshire,NH,X2021.01.31,334440
New Hampshire,NH,X2021.02.28,339028
New Hampshire,NH,X2021.03.31,343300
Rhode Island,RI,X2019.01.31,297528
Rhode Island,RI,X2019.02.28,297780
Rhode Island,RI,X2019.03.31,298505
Rhode Island,RI,X2019.04.30,299226
Rhode Island,RI,X2019.05.31,300170
Rhode Island,RI,X2019.06.30,301243
Rhode Island,RI,X2019.07.31,302927
Rhode Island,RI,X2019.08.31,303642
Rhode Island,RI,X2019.09.30,303915
Rhode Island,RI,X2019.10.31,304079
Rhode Island,RI,X2019.11.30,305217
Rhode Island,RI,X2019.12.31,306138
Rhode Island,RI,X2020.01.31,307101
Rhode Island,RI,X2020.02.29,308426
Rhode Island,RI,X2020.03.31,310182
Rhode Island,RI,X2020.04.30,312325
Rhode Island,RI,X2020.05.31,314463
Rhode Island,RI,X2020.06.30,316502
Rhode Island,RI,X2020.07.31,318364
Rhode Island,RI,X2020.08.31,321283
Rhode Island,RI,X2020.09.30,325152
Rhode Island,RI,X2020.10.31,329573
Rhode Island,RI,X2020.11.30,333755
Rhode Island,RI,X2020.12.31,338383
Rhode Island,RI,X2021.01.31,343377
Rhode Island,RI,X2021.02.28,348608
Rhode Island,RI,X2021.03.31,353754
Montana,MT,X2019.01.31,279918
Montana,MT,X2019.02.28,281294
Montana,MT,X2019.03.31,282682
Montana,MT,X2019.04.30,283880
Montana,MT,X2019.05.31,284833
Montana,MT,X2019.06.30,286234
Montana,MT,X2019.07.31,287366
Montana,MT,X2019.08.31,289258
Montana,MT,X2019.09.30,290616
Montana,MT,X2019.10.31,291754
Montana,MT,X2019.11.30,292521
Montana,MT,X2019.12.31,293363
Montana,MT,X2020.01.31,294897
Montana,MT,X2020.02.29,295891
Montana,MT,X2020.03.31,297178
Montana,MT,X2020.04.30,298239
Montana,MT,X2020.05.31,299962
Montana,MT,X2020.06.30,301435
Montana,MT,X2020.07.31,303464
Montana,MT,X2020.08.31,305590
Montana,MT,X2020.09.30,308405
Montana,MT,X2020.10.31,311800
Montana,MT,X2020.11.30,315619
Montana,MT,X2020.12.31,319988
Montana,MT,X2021.01.31,324069
Montana,MT,X2021.02.28,329005
Montana,MT,X2021.03.31,334168
Delaware,DE,X2019.01.31,259631
Delaware,DE,X2019.02.28,260319
Delaware,DE,X2019.03.31,260934
Delaware,DE,X2019.04.30,261000
Delaware,DE,X2019.05.31,260566
Delaware,DE,X2019.06.30,260119
Delaware,DE,X2019.07.31,259836
Delaware,DE,X2019.08.31,259971
Delaware,DE,X2019.09.30,259986
Delaware,DE,X2019.10.31,259665
Delaware,DE,X2019.11.30,259338
Delaware,DE,X2019.12.31,259493
Delaware,DE,X2020.01.31,259926
Delaware,DE,X2020.02.29,260847
Delaware,DE,X2020.03.31,261465
Delaware,DE,X2020.04.30,262742
Delaware,DE,X2020.05.31,264517
Delaware,DE,X2020.06.30,266776
Delaware,DE,X2020.07.31,269045
Delaware,DE,X2020.08.31,271161
Delaware,DE,X2020.09.30,273535
Delaware,DE,X2020.10.31,276322
Delaware,DE,X2020.11.30,279225
Delaware,DE,X2020.12.31,282012
Delaware,DE,X2021.01.31,284793
Delaware,DE,X2021.02.28,287637
Delaware,DE,X2021.03.31,290932
South Dakota,SD,X2019.01.31,209879
South Dakota,SD,X2019.02.28,210466
South Dakota,SD,X2019.03.31,210973
South Dakota,SD,X2019.04.30,211431
South Dakota,SD,X2019.05.31,212266
South Dakota,SD,X2019.06.30,213094
South Dakota,SD,X2019.07.31,213885
South Dakota,SD,X2019.08.31,214505
South Dakota,SD,X2019.09.30,215108
South Dakota,SD,X2019.10.31,215666
South Dakota,SD,X2019.11.30,216072
South Dakota,SD,X2019.12.31,216703
South Dakota,SD,X2020.01.31,217472
South Dakota,SD,X2020.02.29,218303
South Dakota,SD,X2020.03.31,218918
South Dakota,SD,X2020.04.30,219567
South Dakota,SD,X2020.05.31,220002
South Dakota,SD,X2020.06.30,220592
South Dakota,SD,X2020.07.31,221276
South Dakota,SD,X2020.08.31,222337
South Dakota,SD,X2020.09.30,223534
South Dakota,SD,X2020.10.31,224910
South Dakota,SD,X2020.11.30,226599
South Dakota,SD,X2020.12.31,228314
South Dakota,SD,X2021.01.31,230104
South Dakota,SD,X2021.02.28,232126
South Dakota,SD,X2021.03.31,234523
Alaska,AK,X2019.01.31,286775
Alaska,AK,X2019.02.28,289387
Alaska,AK,X2019.03.31,292745
Alaska,AK,X2019.04.30,297363
Alaska,AK,X2019.05.31,298388
Alaska,AK,X2019.06.30,299252
Alaska,AK,X2019.07.31,298809
Alaska,AK,X2019.08.31,299723
Alaska,AK,X2019.09.30,299500
Alaska,AK,X2019.10.31,295415
Alaska,AK,X2019.11.30,291359
Alaska,AK,X2019.12.31,287661
Alaska,AK,X2020.01.31,287897
Alaska,AK,X2020.02.29,286500
Alaska,AK,X2020.03.31,285405
Alaska,AK,X2020.04.30,282782
Alaska,AK,X2020.05.31,282079
Alaska,AK,X2020.06.30,281287
Alaska,AK,X2020.07.31,281338
Alaska,AK,X2020.08.31,280857
Alaska,AK,X2020.09.30,281037
Alaska,AK,X2020.10.31,283498
Alaska,AK,X2020.11.30,285927
Alaska,AK,X2020.12.31,288598
Alaska,AK,X2021.01.31,288986
Alaska,AK,X2021.02.28,289649
Alaska,AK,X2021.03.31,289971
North Dakota,ND,X2019.01.31,229320
North Dakota,ND,X2019.02.28,229722
North Dakota,ND,X2019.03.31,229833
North Dakota,ND,X2019.04.30,229954
North Dakota,ND,X2019.05.31,230178
North Dakota,ND,X2019.06.30,230735
North Dakota,ND,X2019.07.31,231350
North Dakota,ND,X2019.08.31,232125
North Dakota,ND,X2019.09.30,232907
North Dakota,ND,X2019.10.31,233430
North Dakota,ND,X2019.11.30,233505
North Dakota,ND,X2019.12.31,233514
North Dakota,ND,X2020.01.31,233585
North Dakota,ND,X2020.02.29,233770
North Dakota,ND,X2020.03.31,233996
North Dakota,ND,X2020.04.30,234355
North Dakota,ND,X2020.05.31,234708
North Dakota,ND,X2020.06.30,235045
North Dakota,ND,X2020.07.31,235299
North Dakota,ND,X2020.08.31,235498
North Dakota,ND,X2020.09.30,235801
North Dakota,ND,X2020.10.31,236504
North Dakota,ND,X2020.11.30,237672
North Dakota,ND,X2020.12.31,238917
North Dakota,ND,X2021.01.31,240054
North Dakota,ND,X2021.02.28,241282
North Dakota,ND,X2021.03.31,242661
Vermont,VT,X2019.01.31,252123
Vermont,VT,X2019.02.28,253189
Vermont,VT,X2019.03.31,254232
Vermont,VT,X2019.04.30,255133
Vermont,VT,X2019.05.31,255704
Vermont,VT,X2019.06.30,256653
Vermont,VT,X2019.07.31,257453
Vermont,VT,X2019.08.31,258690
Vermont,VT,X2019.09.30,259935
Vermont,VT,X2019.10.31,260611
Vermont,VT,X2019.11.30,260746
Vermont,VT,X2019.12.31,260719
Vermont,VT,X2020.01.31,261370
Vermont,VT,X2020.02.29,261645
Vermont,VT,X2020.03.31,262146
Vermont,VT,X2020.04.30,262579
Vermont,VT,X2020.05.31,263752
Vermont,VT,X2020.06.30,264795
Vermont,VT,X2020.07.31,265984
Vermont,VT,X2020.08.31,266988
Vermont,VT,X2020.09.30,267848
Vermont,VT,X2020.10.31,269562
Vermont,VT,X2020.11.30,272022
Vermont,VT,X2020.12.31,274905
Vermont,VT,X2021.01.31,277411
Vermont,VT,X2021.02.28,280255
Vermont,VT,X2021.03.31,283273
District of Columbia,DC,X2019.01.31,632802
District of Columbia,DC,X2019.02.28,632231
District of Columbia,DC,X2019.03.31,635572
District of Columbia,DC,X2019.04.30,637798
District of Columbia,DC,X2019.05.31,643302
District of Columbia,DC,X2019.06.30,645319
District of Columbia,DC,X2019.07.31,646521
District of Columbia,DC,X2019.08.31,646889
District of Columbia,DC,X2019.09.30,646792
District of Columbia,DC,X2019.10.31,647408
District of Columbia,DC,X2019.11.30,646264
District of Columbia,DC,X2019.12.31,647412
District of Columbia,DC,X2020.01.31,651114
District of Columbia,DC,X2020.02.29,655042
District of Columbia,DC,X2020.03.31,656389
District of Columbia,DC,X2020.04.30,657017
District of Columbia,DC,X2020.05.31,655512
District of Columbia,DC,X2020.06.30,655734
District of Columbia,DC,X2020.07.31,656499
District of Columbia,DC,X2020.08.31,659361
District of Columbia,DC,X2020.09.30,662691
District of Columbia,DC,X2020.10.31,665517
District of Columbia,DC,X2020.11.30,669767
District of Columbia,DC,X2020.12.31,672588
District of Columbia,DC,X2021.01.31,674063
District of Columbia,DC,X2021.02.28,675778
District of Columbia,DC,X2021.03.31,678707
Wyoming,WY,X2019.01.31,240428
Wyoming,WY,X2019.02.28,241251
Wyoming,WY,X2019.03.31,242582
Wyoming,WY,X2019.04.30,243959
Wyoming,WY,X2019.05.31,245739
Wyoming,WY,X2019.06.30,247231
Wyoming,WY,X2019.07.31,248811
Wyoming,WY,X2019.08.31,250140
Wyoming,WY,X2019.09.30,251462
Wyoming,WY,X2019.10.31,252599
Wyoming,WY,X2019.11.30,253200
Wyoming,WY,X2019.12.31,253946
Wyoming,WY,X2020.01.31,254742
Wyoming,WY,X2020.02.29,255559
Wyoming,WY,X2020.03.31,256183
Wyoming,WY,X2020.04.30,256619
Wyoming,WY,X2020.05.31,257165
Wyoming,WY,X2020.06.30,257651
Wyoming,WY,X2020.07.31,258141
Wyoming,WY,X2020.08.31,258856
Wyoming,WY,X2020.09.30,259550
Wyoming,WY,X2020.10.31,260431
Wyoming,WY,X2020.11.30,261709
Wyoming,WY,X2020.12.31,262925
Wyoming,WY,X2021.01.31,264030
Wyoming,WY,X2021.02.28,265131
Wyoming,WY,X2021.03.31,266224
United States,,X2019.01.31,239121
United States,,X2019.02.28,239903
United States,,X2019.03.31,240596
United States,,X2019.04.30,241264
United States,,X2019.05.31,242162
United States,,X2019.06.30,243177
United States,,X2019.07.31,244109
United States,,X2019.08.31,244787
United States,,X2019.09.30,245333
United States,,X2019.10.31,245860
United States,,X2019.11.30,246384
United States,,X2019.12.31,247035
United States,,X2020.01.31,247923
United States,,X2020.02.29,248973
United States,,X2020.03.31,250179
United States,,X2020.04.30,251417
United States,,X2020.05.31,252637
United States,,X2020.06.30,253894
United States,,X2020.07.31,255416
United States,,X2020.08.31,257374
United States,,X2020.09.30,259659
United States,,X2020.10.31,262169
United States,,X2020.11.30,264884
United States,,X2020.12.31,267696
United States,,X2021.01.31,270529
United States,,X2021.02.28,273521
United States,,X2021.03.31,276717
